first_name,last_name,company,title,domain,email,phone,industry,country,linkedin_url
,,مصنع بوارق الشاملة لاعادة تدوير النفايات,,yahoo.com,gg_dd1972@yahoo.com,0558867170,الصناعات التحويلية الأخرى,Jeddah,
,,مصنع تركي محمد القحطاني للحبال البلاستيكيه,,gmail.com,t.mq8833@gmail.com,0504649693,صنع منتجات المطاط والبلاستك,Jeddah,
,,مصنع ثجاج للمياه المعبأه,,mariat.sa,thajaj@mariat.sa,0509211155,صنع المشروبات,Jeddah,
,,مصنع جدة الوطني للحديد المحدودة,,jnsf.com.sa,jnsfcom@jnsf.com.sa,0505622575,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,مصنع جرين الحديث للبلاستيك,,gmail.com,mrsaadz12@gmail.com,0569220084,الصناعات التحويلية الأخرى,Jeddah,
,,Jazirah Plastic Factory,,windowslive.com,h_100@windowslive.com,0556622775,صنع منتجات المطاط والبلاستك,Jeddah,
,,مصنع جلال محمد مليباري لمنتجات الألمنيوم,,hotmail.com,mleparyfactory2016@hotmail.com,0555552003,صنع الفلزات القاعدية,Jeddah,
,,Jamal Mohamed Al-Shahrani Factory for Oils Refinery,,hotmail.com,jamal-7878@hotmail.com,0504664323,الصناعات التحويلية الأخرى,Jeddah,
,,مصنع جوار الخير للمنتجات البلاستيكية,,gmail.com,ms0544854095@gmail.com,0544854095,الصناعات التحويلية الأخرى,Jeddah,
,,مصنع حسن محمد الشهراني لتعباة المياة,,hotmail.com,aa411m@hotmail.com,0555561555,صناعة المنتجات الغذائية,Jeddah,
,,مصنع حسين فتحي علي المغربي لصناعة واجهات الالمنيوم,,gmail.com,elaghrabyfactory@gmail.com,0503608794,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,مصنع حسين محمد الزهراني للمنتوجات الاسمنتية,,hotmail.com,ayman0502009@hotmail.com,0500324009,صنع منتجات المعادن اللافلزية الأخرى,Jeddah,
,,مصنع حياة الوطنية للكابلات والتوصيلات الكهربائية,,yahoo.com,hayat.jeddah@yahoo.com,00966555062212,صنع المعدات الكهربائية,Jeddah,
,,مصنع خالد حامد زيني متوكل للثلج,,yahoo.com,hamza.zeny26@yahoo.com,0504624630,الصناعات التحويلية الأخرى,Jeddah,
,,مصنع خالد حسين العجبى للذهب والمجوهرات,,yahoo.com,khaled_gold50@yahoo.com,0553007747,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,مصنع خالد مبارك القحطاني  للمياه,,gmail.com,petira304@gmail.com,0555853700,صنع المشروبات,Jeddah,
,,مصنع خالد محمد الهقاص لتعبئة القمح ومشتقاتة,,yahoo.com,w6251000@yahoo.com,0505610894,صناعة المنتجات الغذائية,Jeddah,
,,مصنع خطوط العزم للبلاستيك,,hotmail.com,azm416@hotmail.com,0535188895,صنع منتجات المطاط والبلاستك,Jeddah,
,,مصنع دمياط الدولي للاثاث الخشبي,,gmail.com,domiatfactory@gmail.com,0507170443,صنع الخشب ومنتجات الخشب والفلين، باستثناء الاثاث؛ صنع اصناف من القش ومواد الضفر,Jeddah,
,,مصنع ديكورات الرواق,,outlook.com,alrowaq@outlook.com,0555620933,صنع الاثاث,Jeddah,
,,مصنع ردينا للمياه,,gmail.com,rodina.factory@gmail.com,0509211155,صنع المشروبات,Jeddah,
,,Lead United Factory,,ulf.com.sa,info@ulf.com.sa,0551888222,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,مصنع رواء المذاق لتعبئة المياه,,gmail.com,halgadi00@gmail.com,0556552727,الصناعات التحويلية الأخرى,Jeddah,
,,مصنع روافد الالوان,,hotmail.com,msm1418@hotmail.com,0597777204,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,مصنع رونق الغدير لتعبئة المياه,,gmail.com,samialmohammed99@gmail.com,0598098055,صنع المشروبات,Jeddah,
,,مصنع ريا للمياه المعدنية,,hotmail.com,mahmadfayyad@hotmail.com,0555708444,صنع المشروبات,Jeddah,
,,مصنع ريادة الآثاث للصناعة,,gmail.com,ams.ojed@gmail.com,0539222551,صنع الاثاث,Jeddah,
,,مصنع ريحانة الجيل للبلاستيك,,gmail.com,sada2011a@gmail.com,0500569977,صنع منتجات المطاط والبلاستك,Jeddah,
,,مصنع ريم الأندلس للبلاستيك,,yahoo.com,oceanflowersest@yahoo.com,0502713230,صنع منتجات المطاط والبلاستك,Jeddah,
,,مصنع زمن الحلول للمنتجات المعدنية,,yahoo.com,hasanyaser21@yahoo.com,0505720650,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,مصنع زهرة فيولا,,hotmail.com,viola_flawer@hotmail.com,0568064444,صناعة المنتجات الغذائية,Jeddah,
,,مصنع سامى رضا  خياط للمياه المعبأة,,gmail.com,oxygeena2@gmail.com,0505648922,صنع المشروبات,Jeddah,
,,مصنع سحاب الرحاب لتدوير البلاستيك,,hotmail.com,mmm1398mmm@hotmail.com,0505782118,الصناعات التحويلية الأخرى,Jeddah,
,,مصنع سعد حجيج المطيري للأسفنج والمراتب,,yahoo.com,saad2620@yahoo.com,0505459843,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,مصنع سقاية الجزيرة للمياه المعبأة,,gmail.com,abceco25@gmail.com,0590900035,صنع المشروبات,Jeddah,
,,Salim Abdul Ghani Al-Beladi Factory For Wipes,,hotmail.com,s.almhna@hotmail.com,00966505611273,الصناعات التحويلية الأخرى,Jeddah,
,,مصنع سليمان محمد اليحيى للألمنيوم,,gmail.com,alyahyafactory@gmail.com,0550015099,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,مصنع سيف عبدالهادي المنهالي للذهب والمجوهرات,,gmail.com,sf5060@gmail.com,0505772035,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,مصنع شبك الغربال للصناعات المعدنية,,gmail.com,ema.absc@gmail.com,0555300202,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,مصنع شرفان الحديث للعطور,,shurfan.com,majed@shurfan.com,0556899926,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,مصنع شركـة علم الدواء للمياه المعبأه,,gmail.com,abdulellah.mahmoud@gmail.com,0506604325,صنع المشروبات,Jeddah,
,,مصنع شركة  الكيماويات الصناعية السعودية,,gmail.com,snd1400@gmail.com,0530204333,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,مصنع شركة اجياد التميز للبلاستيك,,hotmail.com,moayad.95@hotmail.com,0544451151,صنع منتجات المطاط والبلاستك,Jeddah,
,,مصنع شركة ازدان الريادية للمنتجات المعدنيه والالمنيوم والخشبية والزجاج,,gmail.com,fawzi140066@gmail.com,0500003807,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,مصنع شركة إعمار جدة الصناعية للزوايا والمبسطات الحديدية,,yahoo.com,asas.steel@yahoo.com,0535353111,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,مصنع شركة افران الوطنية للاطعمة المحدوده,,hotmail.com,tarikabed@hotmail.com,0505609200,صناعة المنتجات الغذائية,Jeddah,
,,مصنع شركة الأثير التعاونية لتكرير وتحضير وتعبئة الزيوت,,yahoo.com,alatheerfactory_oil@yahoo.com,0555591930,صنع فحم الكوك والمنتجات النفطية المكررة,Jeddah,
,,مصنع شركة التجهيزات الفريدة للمنتجات الخشبية,,gmail.com,ahmed.bamatec@gmail.com,0557401108,صنع الخشب ومنتجات الخشب والفلين، باستثناء الاثاث؛ صنع اصناف من القش ومواد الضفر,Jeddah,
,,مصنع شركة الخياط لأشرطة التربيط البلاستيكية المحدودة,,el-khayyat.com,hatemkhayyat@el-khayyat.com,0500358888,صنع منتجات المطاط والبلاستك,Jeddah,
,,مصنع شركة الرابط المرن للعوازل الاسفلتية,,gmail.com,alrabit.eng@gmail.com,05546669970,صنع منتجات المعادن اللافلزية الأخرى,Jeddah,
,,مصنع شركة الساهر لانتاج المياه,,hotmail.com,ww.ww.ww.ww.ww@hotmail.com,0550806050,صنع المشروبات,Jeddah,
,,مصنع شركة الصفيح السعودية للأغطية المحدودة,,saudican.com.sa,a-alshehri@saudican.com.sa,0500138798,صنع منتجات المطاط والبلاستك,Jeddah,
,,مصنع شركة الصناعات الوطنية للحديد,,outlook.sa,watanya.steel@outlook.sa,0504628896,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,مصنع شركة العزل المتقدمة الصناعية,,azalaic.com,m.alhiniah@azalaic.com,00966505654778,صنع منتجات المطاط والبلاستك,Jeddah,
,,مصنع شركة الفلاح للمعدات الثقيلة,,gmail.com,alfalah.parts1@gmail.com,0541075140,صنع الالات والمعدات غير المصنفة في موضع اخر,Jeddah,
,,مصنع شركة الفيحاء الدولية لتدوير المعادن,,sharmetal.com,bassem@sharmetal.com,0542000999,صنع الفلزات القاعدية,Jeddah,
,,Zayed Marei Al-Asmari Plastic Factory,,eastdeltasa.com,fadi@eastdeltasa.com,0504807904,صنع منتجات المطاط والبلاستك,Jeddah,
,,Almas National Perfume Manufacturing Co. Factory,,mnpperfumes.com,info@mnpperfumes.com,0505517577,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,مصنع شركة ايرليكيد الخفرة للغازات الصناعية,,airliquide.com,saad.aldaej@airliquide.com,0544122132,الصناعات التحويلية الأخرى,Jeddah,
,,مصنع شركة بوابة الاتحاد الصناعية,,diraty.com,nalmazroui@diraty.com,0505353676,صنع الورق ومنتجات الورق,Jeddah,
,,مصنع شركة تجميع البلاستيك,,marbae-holding.com,info@marbae-holding.com,0582583338,الصناعات التحويلية الأخرى,Jeddah,
,,مصنع شركة خزانات اللولوة للبولي اثلين والفيبرجلاس,,yahoo.com,algobaisy@yahoo.com,0505664961,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,مصنع شركة خلاصة الطيبات للمواد الغذائية المحدودة,,altayebat.com.sa,ceo@altayebat.com.sa,0556633612,صناعة المنتجات الغذائية,Jeddah,
,,Global Dalalat Co. Factory for Metal Industries,,delalat.com,ceo@delalat.com,0540550583,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,مصنع شركة راحة أكان للصناعة,,gmail.com,malzomarm@gmail.com,0582500008,الصناعات التحويلية الأخرى,Jeddah,
,,Samir El-Jebali and Abdul Samiea Al-Etribi Co. Factory for Foodstuffs,,gmail.com,fariss.ghareeb@gmail.com,0597612383,صناعة المنتجات الغذائية,Jeddah,
,,مصنع شركة شبكة الأميال للمياه المعبأه,,amyalnet.com,info@amyalnet.com,0545555278,صنع المشروبات,Jeddah,
,,Ahmed Ali Al-Robaish Factory for Baby Diapers,,gmail.com,ahmed.artso@gmail.com,0505403067,الصناعات التحويلية الأخرى,Jeddah,
,,مصنع شركة علم للأكياس الورقية,,hotmail.com,alambags1@hotmail.com,0590505530,صنع الورق ومنتجات الورق,Jeddah,
,,مصنع شركة محاور العربية لصناعة الصوف الصخري,,axesarabia.com,info@axesarabia.com,0530530451,الصناعات التحويلية الأخرى,Jeddah,
,,مصنع شركة محمود سعيد للصناعات الحديدية,,msgi-sa.com,mahdy@msgi-sa.com,0544144913,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,Factory of Marei Bin Mahfouz Group Co. & Partners for Aluminium,,binmahfouz.net,investment@binmahfouz.net,0500843661,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,Saudi Arabia Tech Metals Factory,,hiakel.com,info@hiakel.com,0555695425,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,"Power, Telecommunications  & Electrical Equipment Transport Co. Factory",,makool.com.sa,info@makool.com.sa,0505693344,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,مصنع شركة نسما الحديثة لإعادة التصنيع المحدودة,,nesma.com,majid.asiri@nesma.com,0583150000,صنع فحم الكوك والمنتجات النفطية المكررة,Jeddah,
,,مصنع شركة ورق البردي للقرطاسية المحدودة,,gmail.com,sbcfayz@gmail.com,0505702646,صنع الورق ومنتجات الورق,Jeddah,
,,Wafeer Factory for Industrial Detergents,,wafir.com.sa,o.alnakhli@wafir.com.sa,0599331582,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Saudi Arabia Vital Acids Company,,bioacids.com,eshehri@bioacids.com,0544170180,الصناعات التحويلية الأخرى,Jeddah,
,,مصنع شركه براق العالميه لمضافات الوقود,,pctime.com,abdullaha@pctime.com,0533658585,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,مصنع شركه فالي للصناعات الغذائيه,,hotmail.com,raid6662008@hotmail.com,0530555643,صناعة المنتجات الغذائية,Jeddah,
,,مصنع شركه محمصه تسالي مرسى مطروح,,hotmail.com,labib_saad20@hotmail.com,00966505665220,صناعة المنتجات الغذائية,Jeddah,
,,مصنع شمائل الحجاز للبلاستيك,,hotmail.com,mash-factory-ksa@hotmail.com,0506035351,صنع منتجات المطاط والبلاستك,Jeddah,
,,مصنع صالح  عبدالرحمن محمد للبلاستيك,,gmail.com,salehshafifactory@gmail.com,0555790766,صنع منتجات المطاط والبلاستك,Jeddah,
,,مصنع صالح حسين غنيم للمنتجات الحديدية والمعدنية,,yahoo.com,salah_ghoname@yahoo.com,0505669904,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,مصنع صالح عبدالعزيز السلوم للعوازل,,hotmail.com,hhssnn1384@hotmail.com,0502818180,صنع منتجات المطاط والبلاستك,Jeddah,
,,مصنع صدى البركان للصناعة,,gmail.com,mk0506569090@gmail.com,0506569090,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,مصنع صناعة التدوير للالمنيوم,,consultants.com.sa,ramy.yaghmour@consultants.com.sa,0505803793,الصناعات التحويلية الأخرى,Jeddah,
,,مصنع ضوء البركة للاسفنج والأثاث,,outlook.com,doaaalbarakah@outlook.com,0500609810,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,مصنع طه عبدالله محمدعلي للمنصات الخشبية,,thapallets.com,info@thapallets.com,00966564451652,صنع الخشب ومنتجات الخشب والفلين، باستثناء الاثاث؛ صنع اصناف من القش ومواد الضفر,Jeddah,
,,Adel Ali Al-Harbi Factory,,yahoo.com,asaoils@yahoo.com,0505523727,الصناعات التحويلية الأخرى,Jeddah,
,,مصنع عالم مجاري الهواء للصناعة,,gmail.com,mt0590068891@gmail.com,0590068852,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,Abdel Hafez Al-Salahi Factory for Gold and Jewellery,,yahoo.com,mohamedelslahe@yahoo.com,0566715477,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,Abdel Rahman Ahmed Bukhari Sponge Factory,,outlook.sa,bookari@outlook.sa,0555528041,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,مصنع عبدالرحمن حمد الجعيد للمياه المعباه,,hotmail.com,azooo7@hotmail.com,0553799962,صنع المشروبات,Jeddah,
,,مصنع عبدالله عساف الغنيم للغازات الصناعية,,al-asaf.com,ahmed.eid@al-asaf.com,0553770155,الصناعات التحويلية الأخرى,Jeddah,
,,مصنع عبدالهادي عمر بافرط لتعبئة المواد الغذائية,,bafarat.sa,omar@bafarat.sa,0561676767,صناعة المنتجات الغذائية,Jeddah,
,,مصنع عبدالوهاب حسين حلبي للصناعات البلاستيكية,,gmail.com,hlb0548431530@gmail.com,0548431530,الصناعات التحويلية الأخرى,Jeddah,
,,مصنع عبيدالله ناصر الجهني للمناديل الورقية الصحية,,gmail.com,manoo1305@gmail.com,0532569095,صنع الورق ومنتجات الورق,Jeddah,
,,مصنع عدنان عبدالرحمن باصره للبلاستيك,,yahoo.com,e2360571@yahoo.com,0505617321,صنع منتجات المطاط والبلاستك,Jeddah,
,,مصنع عزيزة محمد الشهري لأبواب السلامة,,gmail.com,alsundusg@gmail.com,0545555136,صنع الاثاث,Jeddah,
,,مصنع عصام منصور الغامدي للشوايات والثلاجات,,hotmail.com,essam-alhoot@hotmail.com,0564545045,صنع الالات والمعدات غير المصنفة في موضع اخر,Jeddah,
,,مصنع علي بن أحمد القثمي للبلاستيك,,hotmail.com,ali_alguthmy1212@hotmail.com,٠٥٥٥٥١٧٠٩٠,صنع منتجات المطاط والبلاستك,Jeddah,
,,مصنع عمر محمد العطاس للمنتجات المعدنية,,hotmail.com,oma_attas@hotmail.com,0544444962,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,مصنع غلام رسول عمر دين للصناعات البلاستيكية,,hotmail.com,ghulam.rasool.plastic@hotmail.com,0565559162,صنع منتجات المطاط والبلاستك,Jeddah,
,,Fatma Factory for Paper Products,,gmail.com,mnmf2011@gmail.com,0505474431,صنع الورق ومنتجات الورق,Jeddah,
,,مصنع فجر التطوير للبلاستيك,,gmail.com,hamedjad3ani@gmail.com,0504696617,صنع منتجات المطاط والبلاستك,Jeddah,
,,مصنع فجر التطوير للمياه والثلج,,gmail.com,hamedjad3ani@gmail.com,0504696617,صنع المشروبات,Jeddah,
,,مصنع فرات الحجاز للمياة,,hotmail.com,anas-161@hotmail.com,0555667727,صنع المشروبات,Jeddah,
,,مصنع فراشة الخليج لتدوير الاطارات,,hotmail.com,alajdanet@hotmail.com,0556605572,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,مصنع فطائر التميز للصناعات الغذائية,,gmail.com,faisalblowi@gmail.com,0560554663,صناعة المنتجات الغذائية,Jeddah,
,,مصنع فلوه علي حسين القحطاني للبلاستيك,,hotmail.com,flwa_plastic@hotmail.com,0544006688,صنع منتجات المطاط والبلاستك,Jeddah,
,,مصنع فهد بكر باجابر لصهر الالمنيوم,,gmail.com,fahadbajaber@gmail.com,0541616016,صنع منتجات المعادن اللافلزية الأخرى,Jeddah,
,,Fouzan Saleh Al-Belehi Factory for Detergents and Cosmetics,,yahoo.com,fawzansalehalblehi@yahoo.com,0505615337,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Faisal Farid Kotby Plastic Factory,,hotmail.com,faisal.kutbi@hotmail.com,0569434353,صنع منتجات المطاط والبلاستك,Jeddah,
,,مصنع فيضي علي الحاشدي لصناعة المصوغات والمجوهرات,,gmail.com,hashdycompany@gmail.com,0535744444,الصناعات التحويلية الأخرى,Jeddah,
,,مصنع كناز الخير للتعبئة والتغليف,,gmail.com,youseef.dates@gmail.com,0555668556,صناعة المنتجات الغذائية,Jeddah,
,,Saudi  Security Bio-chemicals Factory,,biochem.sa.com,s.dahdouly@biochem.sa.com,0545447783,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,مصنع لنا للثلج,,gmail.com,lanaice.2012@gmail.com,0503686880,صناعة المنتجات الغذائية,Jeddah,
,,مصنع لؤي عبد الرازق القباني للصناعات المعدنية,,algabbany.com,lgf@algabbany.com,0554924145,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,Factory of Al-Muhanna Iron Group,,yahoo.com,almouhana@yahoo.com,0505619930,الصناعات التحويلية الأخرى,Jeddah,
,,مصنع محترفي الورق,,yahoo.com,professionalspaper@yahoo.com,0535599339,صنع الورق ومنتجات الورق,Jeddah,
,,مصنع محمد احمد الضميري للاعلاف,,hotmail.com,ssaa188@hotmail.com,0558887989,صناعة المنتجات الغذائية,Jeddah,
,,مصنع محمد احمد القاضي للمنتجات الورقية,,gmail.com,eash.hizam@gmail.com,0532776000,صنع الورق ومنتجات الورق,Jeddah,
,,مصنع محمد حسين الاثله للصناعات الحديدية,,alathalh.com,info@alathalh.com,0537777246,صنع الفلزات القاعدية,Jeddah,
,,مصنع محمد سعيد بن قديم لتعبئة البخور ومستحضرات التجميل,,hotmail.com,belal-2001@hotmail.com,0555661977,الصناعات التحويلية الأخرى,Jeddah,
,,"Mohamed Saleh Ansar factory for Perfumes, Cosmetics and Detergents",,hotmail.com,alsabah_factory@hotmail.com,0569004795,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,Ayed Fawaz Al-Wahabi Factory for Metal Pipes,,hotmail.com,mafap1@hotmail.com,00966505664402,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,Mohamad Ali Baqbas Factory for Oils,,yahoo.com,algobaisy@yahoo.com,0505664961,صنع فحم الكوك والمنتجات النفطية المكررة,Jeddah,
,,مصنع محمد عواض العتيبي للبلاسيتك,,hotmail.com,barqnet@hotmail.com,0505679300,صنع منتجات المطاط والبلاستك,Jeddah,
,,مصنع محمد ناصر سنوسي للبلاستيك,,gmail.com,sanosi.plastic@gmail.com,0505626280,صنع منتجات المطاط والبلاستك,Jeddah,
,,مصنع محمد ياسين عبد الكريم ابوشعر لقوالب القص الطباعية,,gmail.com,sc.diecut@gmail.com,0505668900,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,مصنع مخابز نخالة الأتوماتيكية,,gmail.com,afakalam@gmail.com,0500306976,صناعة المنتجات الغذائية,Jeddah,
,,Aisha Farid Abdul Salam Factory for Oil Refinery,,surratiperfums.com,surrati@surratiperfums.com,0505510773,صنع فحم الكوك والمنتجات النفطية المكررة,Jeddah,
,,Al-Jazeera Center Factory for Building Materials & Paints,,gmail.com,umairsleem@gmail.com,0566615911,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,مصنع مروان محمد كامل للمنتجات المعدنية,,gmail.com,marwan25887@gmail.com,0555600951,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,مصنع مصطفى زبير محمد يونس لتصنيع و تشكيل الحديد,,hotmail.com,mzysteel@hotmail.com,0532666333,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,مصنع معدن اليسر لرقائق للألمنيوم,,yahoo.com,novacolorsaudi@yahoo.com,0505515808,الصناعات التحويلية الأخرى,Jeddah,
,,مصنع منشئات الغد للفيبر جلاس,,gmail.com,yasser61.sa@gmail.com,0544816298,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,مصنع مؤسسة أصف رفيق لصناعة الاقلام,,bladexrazors.com,ceo@bladexrazors.com,0569936874,صنع منتجات المطاط والبلاستك,Jeddah,
,,مصنع مياة غيمة,,gmail.com,sts1403s@gmail.com,0554776652,صنع المشروبات,Jeddah,
,,مصنع مياه أسرار للمياه,,gmail.com,a.s.alqarni13@gmail.com,0550999697,صنع المشروبات,Jeddah,
,,مصنع مياه جود للصناعات الغذائية,,hotmail.com,archingengpm@hotmail.com,0509331515,صناعة المنتجات الغذائية,Jeddah,
,,Nojoom Atlas Factory for Food Products,,yahoo.com,nejoomatlas@yahoo.com,0559566564,صناعة المنتجات الغذائية,Jeddah,
,,مصنع نجوم الصلب,,gmail.com,fac.copper@gmail.com,0509971665,صنع منتجات المعادن اللافلزية الأخرى,Jeddah,
,,مصنع هتون للمياه,,hotmail.com,aogarny@hotmail.com,0550299995,صنع المشروبات,Jeddah,
,,مصنع همسة الخليج للمواد الغذائية,,yahoo.com,nnsakh2@yahoo.com,0555669474,صناعة المنتجات الغذائية,Jeddah,
,,مصنع وثير للبياضات,,watheer.com,info@watheer.com,0505614463,صنع المنسوجات,Jeddah,
,,Wedouh Al-Jezira Factory for Plastic,,hotmail.com,wod0wh2015@hotmail.com,0500344182,صنع منتجات المطاط والبلاستك,Jeddah,
,,مصنع وليد يسلم المهري,,hotmail.com,wym-est@hotmail.com,0508474900,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,مصنع وهيب للزوايا والارفف المعدنية,,yahoo.com,hassnn@yahoo.com,0555552627,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,مصنع يوسف عليوي الحساني للمنتجات المعدنية,,ymf.com.sa,yousef@ymf.com.sa,00966544624232,صنع الفلزات القاعدية,Jeddah,
,,مؤسسة عالية جدة التجارية,,gmail.com,maznvip1010@gmail.com,0544307644,,Jeddah,
,,مؤسسه صلاح محسن العمودي التجاريه,,gmail.com,alamoudisalah4@gmail.com,0505618241,صناعة المنتجات الغذائية,Jeddah,
,,المصنع اتمتة للصناعة,,dedicated.com.sa,fahad@dedicated.com.sa,0560545455,صنع الالات والمعدات غير المصنفة في موضع اخر,Jeddah,
,,Tania Bottled Drinking Water Co. Ltd.,,taniawater.com,a.refaat@taniawater.com,0545550002,صنع المشروبات,Jeddah,
,,The Sons of Hamoud Ibrahim Al- Ziab Co.,,al-theyab.com,yousef@al-theyab.com,0504442346,صنع منتجات المعادن اللافلزية الأخرى,Jeddah,
,,Al-Aziz Ibrahim Al-Kadi Sons for Commercial Development and Investment Co. Ltd.,,qadi1.com,h@qadi1.com,0557700097,أخرى,Jeddah,
,,Al-Iman Co. for Trading and Contracting,,gmail.com,alemaan_trd@gmail.com,0553822128,,Jeddah,
,,شركة الشرق الاوسط وشمال افريقيا لصناعة المرطبات,,sibco.org,mohammed.darwish@sibco.org,0562769996,صناعة المنتجات الغذائية,Jeddah,
,,Housing Support Company,,almusanadahaleskania.com,info@almusanadahaleskania.com,0501010007,أخرى,Jeddah,
,,شركة المشاريع الانمائية المتطورة,,sevanrugs.com,adel@sevanrugs.com,0546644677,صنع المنسوجات,Jeddah,
,,Technical Paper Bags Production factory,,yahoo.com,salembasheikh@yahoo.com,00966505698067,صنع الورق ومنتجات الورق,Jeddah,
,,شركة خدمات النفط المحدودة,,naft.com.sa,saeed@naft.com.sa,0555065447,,Jeddah,
,,شركة صناعة الحقائب العالمية,,omasu.com,alawlaqi@omasu.com,0566667067,صنع المنتجات الجلدية والمنتجات ذات الصلة,Jeddah,
,,شركة عذيب للاتصالات,,gmail.com,mamr6218@gmail.com,0569734848,,Jeddah,
,,Omar Hussein Al-Attas Metal Products Company Factory,,gmail.com,alatthas@gmail.com,0500000316,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,Naqel Company,,naqel.com.sa,b.alsmail@naqel.com.sa,0541563569,,Jeddah,
,,Mohamed Ibrahim Subaie & Sons Co.,,masiclogistics.com,aalfares@masiclogistics.com,0505405744,,Jeddah,
,,كنوز العود للتجارة فرع شركة كنوز الحكمة للتجارة,,knozelhekma.com,hr@knozelhekma.com,0556557706,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,مجمع خالد راشد الردادي الطبي العام,,hotmail.com,alraddadiclinic@hotmail.com,0565233830,,Jeddah,
,,مصنع  الاطعمة المعاصرة للصناعات الغذائية,,gmail.com,redwan.kayal@gmail.com,0503653544,صناعة المنتجات الغذائية,Jeddah,
,,مصنع  شركة الأدوية المتقدمة,,adv-pharma.com,info@adv-pharma.com,0506666488,صنع المنتجات الصيدلانية,Jeddah,
,,مصنع احمد أبوبكر بادحمان لإنتاج اسطوانات الغاز الصغيرة,,yahoo.com,habadahman@yahoo.com,0505603481,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,مصنع أضواء للمنتجات البترولية,,adwaapetroleum.com,operations@adwaapetroleum.com,0504598796,صنع المواد الكيميائية والمنتجات الكيميائية,Jeddah,
,,مصنع الجزيرة للرديترات,,albaqmigroup.com,factories@albaqmigroup.com,0555656645,أخرى,Jeddah,
,,مصنع الحقول الزرقاء الصناعية,,hotmail.com,durainy@hotmail.com,0555366692,صنع منتجات المعادن المشكلة، باستثناء الالات والمعدات,Jeddah,
,,مصنع الغندورة للتعبئة والتغليف,,ghandouragroup.com,haitham@ghandouragroup.com,0504656004,صنع منتجات المطاط والبلاستك,Jeddah,
,,مصنع المركبات الغذائية السعودي للصناعة,,gmail.com,bmazen@gmail.com,0505679240,صناعة المنتجات الغذائية,Jeddah,
